iter	RMSE
1668	74106.45919
1669	74095.59515
1670	74091.79832
1671	74083.33155
1672	74079.57222
1673	74074.55961
1674	74070.14033
1675	74057.09565
1676	74042.05796
1677	74037.09441
1678	74032.36376
1679	74017.52126
1680	74013.82836
1681	74009.44853
1682	74004.16215
1683	73999.99075
1684	73976.31435
1685	73968.97944
1686	73960.72685
1687	73937.35832
1688	73932.74389
1689	73929.48837
1690	73925.6421
1691	73921.39194
1692	73918.12307
1693	73912.9446
1694	73909.69299
1695	73897.05353
1696	73892.41989
1697	73882.08922
1698	73877.92097
1699	73871.45349
1700	73867.40174
1701	73862.31886
1702	73845.04472
1703	73841.88468
1704	73829.51711
1705	73824.14685
1706	73820.96256
1707	73817.78154
1708	73810.1705
1709	73792.68186
1710	73775.4143
1711	73772.2525
1712	73767.637
1713	73763.1976
1714	73758.58281
1715	73749.68614
1716	73744.85849
1717	73740.60063
1718	73737.415
1719	73729.83704
1720	73722.39552
1721	73707.00905
1722	73701.63636
1723	73698.27563
1724	73693.96438
1725	73689.07602
1726	73683.89038
1727	73659.80616
1728	73643.29798
1729	73636.07617
1730	73632.93252
1731	73623.35878
1732	73615.49467
1733	73611.54403
1734	73608.21536
1735	73605.10331
1736	73602.00761
1737	73597.18213
1738	73584.67663
1739	73577.75451
1740	73573.10044
1741	73559.31543
1742	73554.14383
1743	73544.30712
1744	73536.59229
1745	73532.24173
1746	73510.00524
1747	73505.20432
1748	73501.4863
1749	73498.4194
1750	73493.28729
1751	73489.48504
1752	73471.92686
1753	73456.86911
1754	73449.44349
1755	73446.38822
1756	73434.68948
1757	73422.63469
1758	73406.0597
1759	73399.20153
1760	73394.74518
1761	73385.96623
1762	73369.61692
1763	73364.71661
1764	73352.83654
1765	73349.25227
1766	73344.22473
1767	73339.23218
1768	73330.61356
1769	73326.22807
1770	73320.36752
1771	73313.14303
1772	73308.81243
1773	73305.78531
1774	73300.8832
1775	73293.96689
1776	73285.51829
1777	73280.66738
1778	73277.65565
1779	73271.14583
1780	73266.4767
1781	73259.72793
1782	73251.45047
1783	73247.19932
1784	73236.77007
1785	73233.28199
1786	73227.91092
1787	73223.30771
1788	73210.59587
1789	73203.52751
1790	73195.00437
1791	73190.77965
1792	73186.45481
1793	73181.24198
1794	73174.11146
1795	73166.48132
1796	73154.26068
1797	73141.36807
1798	73137.78252
1799	73133.79736
1800	73121.79724
1801	73115.57542
1802	73103.69246
1803	73099.17059
1804	73094.9549
1805	73089.48772
1806	73066.56956
1807	73059.92407
1808	73056.51005
1809	73053.25013
1810	73045.5341
1811	73037.44177
1812	73034.24074
1813	73024.4478
1814	73007.69515
1815	72997.98355
1816	72990.62162
1817	72987.6588
1818	72982.7948
1819	72974.47823
1820	72970.88083
1821	72965.94894
1822	72962.77298
1823	72951.4642
1824	72947.30495
1825	72942.14693
1826	72938.56948
1827	72929.83808
1828	72915.74526
1829	72893.4158
1830	72883.51601
1831	72875.60898
1832	72872.42743
1833	72867.91858
1834	72858.13347
1835	72850.5934
1836	72843.4158
1837	72831.47205
1838	72825.6105
1839	72820.23868
1840	72815.05322
1841	72811.50463
1842	72807.99745
1843	72804.86835
1844	72801.92994
1845	72795.29813
1846	72773.31876
1847	72765.72722
1848	72759.48052
1849	72751.64018
1850	72743.09401
1851	72737.80283
1852	72734.92542
1853	72730.13831
1854	72723.09087
1855	72701.44969
1856	72693.04804
1857	72688.1281
1858	72680.293
1859	72676.23907
1860	72671.43407
1861	72668.34008
1862	72663.36809
1863	72659.29354
1864	72647.78542
1865	72644.70839
1866	72638.24067
1867	72634.20577
1868	72631.15673
1869	72622.53753
1870	72611.25187
1871	72606.48829
1872	72601.59522
1873	72597.86992
1874	72593.33148
1875	72586.58794
1876	72582.59328
1877	72574.463
1878	72562.29838
1879	72552.85539
1880	72546.54603
1881	72543.14022
1882	72539.16215
1883	72534.31662
1884	72525.41495
1885	72523.14596
1886	72506.81357
1887	72501.99858
1888	72498.98632
1889	72495.29494
1890	72491.37011
1891	72486.70986
1892	72476.33715
1893	72466.93434
1894	72462.91278
1895	72458.00781
1896	72454.81993
1897	72451.01007
1898	72447.66438
1899	72444.36781
1900	72423.16341
1901	72418.43322
1902	72413.78323
1903	72403.35133
1904	72396.51582
1905	72391.6375
1906	72384.96719
1907	72378.22837
1908	72373.64207
1909	72367.50707
1910	72364.52941
1911	72356.88726
1912	72345.18899
1913	72341.20129
1914	72337.34299
1915	72329.89758
1916	72325.90914
1917	72321.92277
1918	72308.83702
1919	72305.87353
1920	72301.43855
1921	72298.06509
1922	72293.64547
1923	72277.78202
1924	72273.27148
1925	72268.50605
1926	72247.76946
1927	72243.05592
1928	72238.39394
1929	72234.71347
1930	72230.45011
1931	72225.54561
1932	72221.39164
1933	72216.76642
1934	72210.52847
1935	72197.45345
1936	72185.23086
1937	72179.26693
1938	72175.45793
1939	72170.80541
1940	72164.17754
1941	72154.60789
1942	72150.40791
1943	72147.46915
1944	72141.59422
1945	72138.56902
1946	72134.40913
1947	72124.46653
1948	72119.14036
1949	72111.60625
1950	72105.86847
1951	72101.2387
1952	72096.8104
1953	72093.08895
1954	72089.53763
1955	72082.63747
1956	72076.33016
1957	72072.48693
1958	72067.75174
1959	72065.05235
1960	72055.6083
1961	72050.73303
1962	72047.57585
1963	72044.20732
1964	72041.52347
1965	72037.68808
1966	72034.10169
1967	72018.73561
1968	72015.11779
1969	72012.47551
1970	72003.3122
1971	71999.29606
1972	71986.06105
1973	71973.43304
1974	71969.31083
1975	71965.83388
1976	71961.99702
1977	71958.19301
1978	71956.18354
1979	71950.67518
1980	71937.00429
1981	71933.60662
1982	71930.37932
1983	71926.8393
1984	71922.7706
1985	71920.10288
1986	71916.71172
1987	71913.89903
1988	71908.39642
1989	71905.26026
1990	71898.74949
1991	71890.06807
1992	71870.51603
1993	71867.58308
1994	71858.97916
1995	71855.54756
1996	71853.09532
1997	71849.80387
1998	71843.60939
1999	71831.21917
2000	71826.16869
2001	71823.27435
2002	71818.29473
2003	71813.80828
2004	71810.85303
2005	71797.4841
2006	71785.31446
2007	71776.01572
2008	71772.11945
2009	71765.04245
2010	71762.41239
2011	71757.1187
2012	71753.48398
2013	71748.88878
2014	71742.98376
2015	71734.4612
2016	71730.19292
2017	71723.20891
2018	71720.04715
2019	71714.07169
2020	71710.96687
2021	71708.16267
2022	71701.40687
2023	71698.23485
2024	71694.24973
2025	71691.62871
2026	71686.34844
2027	71681.76957
2028	71669.89384
2029	71664.2485
2030	71660.2806
2031	71657.32591
2032	71648.54272
2033	71645.18223
2034	71637.26507
2035	71634.67441
2036	71625.32659
2037	71622.50301
2038	71618.17424
2039	71610.83164
2040	71607.80441
2041	71602.78898
2042	71597.649
2043	71594.89544
2044	71590.77111
2045	71588.19372
2046	71578.91539
2047	71570.35322
2048	71565.58655
2049	71562.51884
2050	71559.50644
2051	71552.59595
2052	71547.58337
2053	71540.72281
2054	71536.6354
2055	71531.15919
2056	71528.33397
2057	71523.62135
2058	71516.80925
2059	71511.23463
2060	71508.28309
2061	71504.575
2062	71498.92297
2063	71494.71985
2064	71492.17191
2065	71486.69048
2066	71480.57759
2067	71479.03052
2068	71471.42255
2069	71468.13142
2070	71464.54351
2071	71461.35638
2072	71458.83544
2073	71449.82271
2074	71446.40938
2075	71434.66928
2076	71427.91671
2077	71416.28038
2078	71412.81454
2079	71399.82634
2080	71396.39537
2081	71377.41865
2082	71373.50311
2083	71371.00512
2084	71358.27876
2085	71355.78157
2086	71350.71274
2087	71347.98681
2088	71344.09623
2089	71340.45628
2090	71335.43952
2091	71332.45922
2092	71329.04841
2093	71320.14973
2094	71314.64522
2095	71307.93571
2096	71305.29374
2097	71299.15159
2098	71295.648
2099	71290.57163
2100	71287.515
2101	71281.4598
2102	71277.03905
2103	71274.1787
2104	71266.11204
2105	71260.67135
2106	71257.28809
2107	71252.3322
2108	71248.73398
2109	71242.07819
2110	71238.56415
2111	71232.94077
2112	71230.22657
2113	71226.18428
2114	71221.39601
2115	71217.86878
2116	71215.40622
2117	71212.71929
2118	71207.4961
2119	71204.82382
2120	71202.1658
2121	71198.54948
2122	71195.67483
2123	71191.88836
2124	71185.47807
2125	71182.06345
2126	71178.67617
2127	71172.12175
2128	71169.36936
2129	71166.95344
2130	71162.01812
2131	71158.26901
2132	71151.58856
2133	71146.24804
2134	71127.69953
2135	71124.78091
2136	71121.91863
2137	71119.28258
2138	71106.88049
2139	71104.4863
2140	71090.7842
2141	71085.9497
2142	71079.35962
2143	71073.03873
2144	71070.32062
2145	71066.5286
2146	71061.24719
2147	71057.90369
2148	71054.07803
2149	71036.02672
2150	71031.78443
2151	71024.47126
2152	71021.66537
2153	71018.90705
2154	71016.29499
2155	71013.22917
2156	71009.47919
2157	71005.29033
2158	71001.58203
2159	70998.81008
2160	70996.45294
2161	70993.94689
2162	70988.08277
2163	70982.92256
2164	70977.06479
2165	70972.63333
2166	70969.22741
2167	70964.51246
2168	70958.73726
2169	70955.53891
2170	70951.77222
2171	70946.0478
2172	70942.40793
2173	70939.11511
2174	70936.32512
2175	70929.77749
2176	70917.73489
2177	70915.16889
2178	70903.96878
2179	70900.24921
2180	70896.27937
2181	70892.68976
2182	70889.61722
2183	70886.85869
2184	70881.99658
2185	70878.24361
2186	70874.18567
2187	70869.29069
2188	70865.89137
2189	70862.58244
2190	70856.10499
2191	70853.7753
2192	70846.62168
2193	70841.86402
2194	70837.91379
2195	70833.10217
2196	70827.51706
2197	70816.16938
2198	70812.99136
2199	70806.79802
2200	70798.61995
2201	70795.23143
2202	70791.47409
2203	70785.3093
2204	70781.46318
2205	70777.77052
2206	70773.96926
2207	70770.03129
2208	70758.28237
2209	70755.55449
2210	70751.80346
2211	70746.85662
2212	70742.96208
2213	70740.22089
2214	70736.32472
2215	70731.45684
2216	70713.88055
2217	70709.87504
2218	70706.08741
2219	70702.2468
2220	70698.29197
2221	70694.59153
2222	70690.6509
2223	70686.06274
2224	70682.97247
2225	70678.13195
2226	70673.62681
2227	70668.89519
2228	70666.14742
2229	70662.54895
2230	70658.27708
2231	70649.27855
2232	70645.72854
2233	70634.28845
2234	70631.59079
2235	70628.23935
2236	70625.33052
2237	70621.62761
2238	70619.26394
2239	70616.37998
2240	70599.02337
2241	70594.09498
2242	70587.48039
2243	70583.58788
2244	70579.59409
2245	70576.92581
2246	70572.51606
2247	70569.37925
2248	70564.70039
2249	70556.49007
2250	70553.23343
2251	70542.06287
2252	70537.20783
2253	70534.57439
2254	70527.68158
2255	70523.01669
2256	70519.85791
2257	70517.23792
2258	70513.1935
2259	70509.57873
2260	70506.07564
2261	70503.75921
2262	70501.21272
2263	70496.35698
2264	70491.19302
2265	70486.54193
2266	70482.67391
2267	70472.40266
2268	70469.50198
2269	70466.26772
2270	70459.28617
2271	70451.41767
2272	70449.02145
2273	70445.81912
2274	70440.67303
2275	70437.548
2276	70434.38172
2277	70430.85786
2278	70413.91344
2279	70410.36766
2280	70405.68107
2281	70401.41345
2282	70397.16186
2283	70394.88649
2284	70392.27892
2285	70389.46628
2286	70386.55856
2287	70384.67584
2288	70382.42619
2289	70379.53785
2290	70376.64172
2291	70372.03472
2292	70368.58834
2293	70366.02619
2294	70354.97235
2295	70338.24924
2296	70327.22767
2297	70322.74476
2298	70318.54777
2299	70312.83223
2300	70309.73236
2301	70306.03462
2302	70303.48163
2303	70295.18668
2304	70291.59991
2305	70287.97448
2306	70273.46531
2307	70257.19234
2308	70253.57256
2309	70248.82765
2310	70244.136
2311	70240.06943
2312	70234.22418
2313	70230.62782
2314	70222.35263
2315	70219.48904
2316	70215.41725
2317	70211.09855
2318	70207.48139
2319	70204.08983
2320	70200.42926
2321	70196.67791
2322	70189.89101
2323	70186.37367
2324	70184.04899
2325	70181.32398
2326	70175.2867
2327	70172.93124
2328	70164.26305
2329	70157.98435
2330	70155.68593
2331	70152.95244
2332	70147.37995
2333	70144.87194
2334	70140.33729
2335	70136.88902
2336	70132.27636
2337	70129.76646
2338	70125.27637
2339	70115.67391
2340	70113.4
2341	70111.14371
2342	70108.90485
2343	70105.55482
2344	70103.33305
2345	70101.11018
2346	70098.65456
2347	70088.12324
2348	70085.91214
2349	70083.50349
2350	70079.85844
2351	70074.12671
2352	70067.38059
2353	70064.36222
2354	70061.95825
2355	70058.25012
2356	70049.2658
2357	70041.16638
2358	70038.10485
2359	70034.98476
2360	70031.54001
2361	70025.83014
2362	70022.96757
2363	70019.43265
2364	70013.78423
2365	70011.58837
2366	70006.00205
2367	70002.4429
2368	70000.07854
2369	69996.47723
2370	69992.9071
2371	69991.30589
2372	69975.39731
2373	69972.60087
2374	69969.18292
2375	69960.38121
2376	69958.37428
2377	69955.17221
2378	69952.50129
2379	69949.18305
2380	69943.43053
2381	69940.47093
2382	69938.03265
2383	69935.82392
2384	69932.54523
2385	69929.74843
2386	69927.29719
2387	69925.10388
2388	69922.11053
2389	69919.61102
2390	69916.89883
2391	69912.25512
2392	69907.76503
2393	69899.81107
2394	69896.49314
2395	69893.20347
2396	69890.44546
2397	69885.94348
2398	69883.02231
2399	69880.65867
2400	69869.77713
2401	69865.05237
2402	69862.33507
2403	69860.4291
2404	69858.11546
2405	69853.66766
2406	69851.08636
2407	69847.72889
2408	69844.8366
2409	69840.1729
2410	69829.67158
2411	69823.92683
2412	69821.74736
2413	69817.49746
2414	69801.84886
2415	69797.66661
2416	69794.044
2417	69791.32738
2418	69787.48405
2419	69782.90866
2420	69777.53895
2421	69769.86475
2422	69764.11286
2423	69759.69262
2424	69755.49317
2425	69753.57145
2426	69743.27969
2427	69737.71541
2428	69732.02528
2429	69729.87942
2430	69727.76
2431	69725.62344
2432	69717.9945
2433	69715.66925
2434	69712.31817
2435	69708.77005
2436	69702.75469
2437	69697.48512
2438	69694.24482
2439	69691.44444
2440	69686.84297
2441	69684.40371
2442	69676.9122
2443	69666.75768
2444	69663.54734
2445	69659.47759
2446	69655.32537
2447	69652.04956
2448	69647.7234
2449	69645.54188
2450	69630.23227
2451	69626.90498
2452	69623.70902
2453	69620.82676
2454	69618.69465
2455	69615.45618
2456	69607.13541
2457	69602.80636
2458	69599.5366
2459	69597.23267
2460	69591.62497
2461	69585.09804
2462	69582.84294
2463	69580.15586
2464	69576.904
2465	69573.40478
2466	69568.79083
2467	69566.11602
2468	69563.43302
2469	69559.96748
2470	69554.63692
2471	69551.46627
2472	69548.275
2473	69544.51239
2474	69539.79302
2475	69537.7936
2476	69535.75
2477	69529.47888
2478	69526.04432
2479	69522.91402
2480	69519.50034
2481	69517.45902
2482	69514.27999
2483	69504.37274
2484	69501.49584
2485	69497.25674
2486	69493.50884
2487	69491.42085
2488	69476.40329
2489	69474.12149
2490	69470.97428
2491	69466.92503
2492	69464.8458
2493	69461.72922
2494	69457.72434
2495	69456.11296
2496	69451.66312
2497	69444.24169
2498	69438.99236
2499	69436.29177
2500	69434.20678
2501	69431.0622
2502	69425.34519
2503	69414.28854
2504	69412.6824
2505	69404.50079
2506	69403.29895
2507	69400.49911
2508	69397.0556
2509	69394.99445
2510	69378.38092
2511	69373.33459
2512	69371.09422
2513	69368.85922
2514	69367.03764
2515	69364.42199
2516	69358.7946
2517	69355.72345
2518	69353.07089
2519	69349.36076
2520	69339.54074
2521	69337.31624
2522	69335.85609
2523	69328.1115
2524	69324.99725
2525	69320.68206
2526	69316.51074
2527	69313.46768
2528	69310.18143
2529	69304.46277
2530	69301.31404
2531	69298.26001
2532	69295.21571
2533	69292.09796
2534	69283.55111
2535	69280.34276
2536	69278.58632
2537	69270.58467
2538	69268.02661
2539	69265.98002
2540	69262.71546
2541	69257.99381
2542	69251.53689
2543	69244.32321
2544	69242.1368
2545	69239.14657
2546	69231.51161
2547	69228.42881
2548	69225.80173
2549	69218.25819
2550	69212.43395
2551	69208.22759
2552	69200.77524
2553	69197.918
2554	69196.19868
2555	69191.98553
2556	69188.98717
2557	69179.62816
2558	69173.94345
2559	69172.23945
2560	69163.05901
2561	69160.08891
2562	69158.41407
2563	69155.47165
2564	69153.27814
2565	69151.32446
2566	69147.3097
2567	69145.2711
2568	69143.01523
2569	69139.19399
2570	69135.02972
2571	69132.12206
2572	69128.99937
2573	69126.16266
2574	69122.19747
2575	69114.20404
2576	69110.42486
2577	69107.79278
2578	69103.9084
2579	69099.18713
2580	69088.85015
2581	69081.28226
2582	69074.77238
2583	69072.34895
2584	69065.94375
2585	69062.85025
2586	69060.69698
2587	69054.39019
2588	69052.05809
2589	69050.82683
2590	69048.90357
2591	69034.86125
2592	69030.85616
2593	69028.41442
2594	69026.40916
2595	69023.99001
2596	69020.94254
2597	69017.10234
2598	69008.16991
2599	69005.08772
2600	69001.48273
2601	68999.48789
2602	68996.2587
2603	68994.23354
2604	68980.43279
2605	68979.28532
2606	68973.06558
2607	68970.24253
2608	68968.38543
2609	68963.5868
2610	68961.29829
2611	68959.01938
2612	68957.35069
2613	68954.38246
2614	68949.12908
2615	68945.03278
2616	68942.23182
2617	68939.22211
2618	68925.59015
2619	68922.53757
2620	68915.75956
2621	68913.30759
2622	68908.03252
2623	68905.23526
2624	68900.07357
2625	68884.76045
2626	68879.23436
2627	68875.63544
2628	68870.61819
2629	68868.534
2630	68866.59174
2631	68864.71172
2632	68860.63312
2633	68858.5936
2634	68855.37334
2635	68852.23412
2636	68849.11653
2637	68846.10708
2638	68842.09751
2639	68836.46149
2640	68833.68934
2641	68831.21443
2642	68825.18715
2643	68821.85712
2644	68817.89778
2645	68816.19814
2646	68813.01557
2647	68810.41227
2648	68806.34525
2649	68803.18855
2650	68799.45716
2651	68797.65978
2652	68793.6669
2653	68791.273
2654	68788.55561
2655	68781.61526
2656	68778.52303
2657	68777.19971
2658	68772.04606
2659	68767.48803
2660	68763.80397
2661	68761.2879
2662	68759.3048
2663	68757.40324
2664	68755.62527
2665	68751.91831
2666	68749.7363
2667	68747.44716
2668	68740.12983
2669	68736.58598
2670	68732.98122
2671	68730.03723
2672	68716.71781
2673	68713.08242
2674	68711.96201
2675	68709.70201
2676	68705.78529
2677	68698.06565
2678	68694.1916
2679	68692.11422
2680	68689.28509
2681	68685.46222
2682	68681.63417
2683	68680.49272
2684	68676.82108
2685	68667.24404
2686	68657.69767
2687	68654.78952
2688	68649.55147
2689	68645.91971
2690	68643.30174
2691	68640.24566
2692	68637.10531
2693	68632.86881
2694	68629.06164
2695	68625.23509
2696	68620.23951
2697	68617.51449
2698	68613.74555
2699	68611.88364
2700	68609.17516
2701	68606.87071
2702	68599.65275
2703	68597.0472
2704	68593.97159
2705	68592.36282
2706	68589.9965
2707	68587.69973
2708	68580.40633
2709	68578.84562
2710	68576.99302
2711	68575.44777
2712	68566.05859
2713	68564.26781
2714	68559.34768
2715	68557.03418
2716	68555.9963
2717	68549.11147
2718	68544.25428
2719	68541.33647
2720	68536.21117
2721	68532.18753
2722	68529.83572
2723	68527.15098
2724	68522.91509
2725	68520.65419
2726	68517.99365
2727	68515.91138
2728	68512.2688
2729	68510.10683
2730	68508.64797
2731	68506.35837
2732	68499.59721
2733	68496.28901
2734	68491.90635
2735	68490.1138
2736	68487.08511
2737	68485.55583
2738	68482.9994
2739	68478.44578
2740	68476.64949
2741	68475.01114
2742	68472.3741
2743	68469.0538
2744	68466.87943
2745	68462.40713
2746	68460.02105
2747	68457.22118
2748	68454.50445
2749	68451.51456
2750	68448.90182
2751	68439.68662
2752	68438.15118
2753	68433.99804
2754	68428.765
2755	68426.187
2756	68423.59727
2757	68420.00942
2758	68416.42295
2759	68412.13631
2760	68410.13103
2761	68407.56391
2762	68404.27583
2763	68401.29877
2764	68397.0282
2765	68395.53223
2766	68390.73809
2767	68388.25372
2768	68386.48058
2769	68378.69736
2770	68374.99306
2771	68366.805
2772	68359.13142
2773	68356.71892
2774	68353.17782
2775	68346.03287
2776	68333.98774
2777	68326.81824
2778	68322.79329
2779	68317.22672
2780	68314.20241
2781	68310.04528
2782	68308.15487
2783	68305.37092
2784	68302.15083
2785	68299.13392
2786	68295.95318
2787	68283.30215
2788	68280.41572
2789	68276.80971
2790	68273.37535
2791	68271.86748
2792	68265.60804
2793	68262.24163
2794	68259.81989
2795	68255.42653
2796	68253.44499
2797	68240.95574
2798	68238.48429
2799	68235.11495
2800	68232.92122
2801	68230.39386
2802	68227.82444
2803	68224.91436
2804	68222.47994
2805	68210.6159
2806	68209.01427
2807	68206.76918
2808	68195.04394
2809	68192.28824
2810	68190.32747
2811	68188.39038
2812	68185.87104
2813	68183.74305
2814	68181.24622
2815	68177.71916
2816	68174.20695
2817	68165.43686
2818	68162.75149
2819	68159.90944
2820	68156.78757
2821	68153.65725
2822	68150.56318
2823	68148.18888
2824	68143.9108
2825	68140.43012
2826	68137.02867
2827	68133.54564
2828	68131.06973
2829	68128.8332
2830	68126.18342
2831	68123.81174
2832	68120.38391
2833	68118.28648
2834	68116.81733
2835	68114.07097
2836	68110.68012
2837	68105.28081
2838	68101.59593
2839	68097.56255
2840	68095.2372
2841	68083.68867
2842	68077.26585
2843	68073.91213
2844	68071.13392
2845	68066.10582
2846	68063.21166
2847	68060.57692
2848	68058.3316
2849	68053.71578
2850	68051.77249
2851	68049.7994
2852	68041.3021
2853	68036.45375
2854	68032.66728
2855	68028.45515
2856	68025.76841
2857	68023.74688
2858	68009.88858
2859	68006.57983
2860	68002.97598
2861	68000.88182
2862	67997.16906
2863	67993.53045
2864	67988.05152
2865	67986.36983
2866	67983.71696
2867	67981.61467
2868	67972.98094
2869	67970.35495
2870	67963.38618
2871	67958.8408
2872	67956.7746
2873	67952.56238
2874	67947.26158
2875	67944.35049
2876	67941.60394
2877	67939.71778
2878	67927.87503
2879	67925.8759
2880	67914.40373
2881	67910.17894
2882	67907.90659
2883	67905.30458
2884	67902.92723
2885	67900.76404
2886	67897.48891
2887	67891.21325
2888	67889.79643
2889	67885.31046
2890	67883.81938
2891	67881.84175
2892	67873.67614
2893	67869.32586
2894	67866.12963
2895	67863.6882
2896	67860.95848
2897	67859.21863
2898	67856.82902
2899	67854.47223
2900	67853.00087
2901	67849.73228
2902	67845.25461
2903	67842.96854
2904	67836.78756
2905	67823.32487
2906	67819.27767
2907	67817.17928
2908	67814.51986
2909	67812.67047
2910	67810.78225
2911	67808.77394
2912	67804.94551
2913	67799.88926
2914	67796.61199
2915	67791.45592
2916	67788.25095
2917	67786.29037
2918	67779.44923
2919	67774.44155
2920	67761.167
2921	67758.69598
2922	67755.37718
2923	67752.15278
2924	67750.34558
2925	67747.93743
2926	67745.37909
2927	67740.42342
2928	67734.0948
2929	67730.98619
2930	67729.0317
2931	67721.12765
2932	67716.6029
2933	67714.46018
2934	67712.5897
2935	67710.06008
2936	67708.82269
2937	67706.587
2938	67704.28086
2939	67701.71337
2940	67698.50232
2941	67695.96089
2942	67693.94616
2943	67690.31108
2944	67688.41567
2945	67680.27791
2946	67677.09312
2947	67673.87335
2948	67671.30319
2949	67668.79221
2950	67664.66908
2951	67660.71653
2952	67654.78384
2953	67651.3024
2954	67647.23715
2955	67644.66296
2956	67638.44485
2957	67633.79936
2958	67631.51587
2959	67628.50361
2960	67626.16282
2961	67622.28243
2962	67620.41546
2963	67618.78692
2964	67615.36784
2965	67611.28833
2966	67609.26545
2967	67607.14651
2968	67603.96568
2969	67598.94385
2970	67595.85306
2971	67592.76863
2972	67591.35841
2973	67589.66968
2974	67581.91358
2975	67579.48007
2976	67575.70673
2977	67573.89334
2978	67569.46348
2979	67562.58146
2980	67560.5752
2981	67556.5725
2982	67551.79862
2983	67547.61122
2984	67545.895
2985	67537.15031
2986	67532.69672
2987	67530.13898
2988	67527.98881
2989	67524.85997
2990	67522.52863
2991	67520.79423
2992	67519.46981
2993	67511.8613
2994	67509.93962
2995	67508.26096
2996	67503.81372
2997	67501.96036
2998	67497.27614
2999	67495.45473
3000	67492.60532
3001	67489.36594
3002	67486.41483
3003	67483.29963
3004	67481.46552
3005	67477.11128
3006	67474.93557
3007	67472.98234
3008	67470.99801
3009	67468.20117
3010	67466.48864
3011	67464.11485
3012	67462.15259
3013	67458.09106
3014	67456.18276
3015	67453.19365
3016	67448.06408
3017	67446.32942
3018	67441.15295
3019	67438.95791
3020	67436.63741
3021	67434.33289
3022	67431.09343
3023	67428.67449
3024	67425.48355
3025	67423.40084
3026	67420.64375
3027	67416.06132
3028	67407.79812
3029	67405.4648
3030	67402.15133
3031	67399.39718
3032	67397.20721
3033	67389.81632
3034	67388.51375
3035	67385.00014
3036	67382.72258
3037	67380.07488
3038	67378.29278
3039	67376.45264
3040	67374.95364
3041	67367.66996
3042	67365.89603
3043	67364.22597
3044	67357.05193
3045	67354.78279
3046	67351.31484
3047	67349.4005
3048	67345.10563
3049	67341.95948
3050	67340.13625
3051	67327.66127
3052	67325.57784
3053	67323.02315
3054	67319.91238
3055	67317.66288
3056	67315.44433
3057	67312.7437
3058	67308.43803
3059	67305.92196
3060	67302.24823
3061	67300.69883
3062	67298.0339
3063	67296.34351
3064	67289.37704
3065	67286.597
3066	67283.63669
3067	67277.61646
3068	67274.46616
3069	67272.38345
3070	67270.72673
3071	67266.4822
3072	67264.25355
3073	67262.04428
3074	67259.94556
3075	67258.336
3076	67254.86008
3077	67253.06794
3078	67251.53947
3079	67247.78781
3080	67245.0922
3081	67240.91078
3082	67238.71962
3083	67236.63291
3084	67233.58224
3085	67232.06819
3086	67227.65505
3087	67224.9037
3088	67223.18837
3089	67215.10084
3090	67210.34688
3091	67206.17531
3092	67204.56365
3093	67196.11005
3094	67194.41671
3095	67191.66275
3096	67188.14474
3097	67185.8493
3098	67181.01609
3099	67178.84157
3100	67177.15585
3101	67173.33296
3102	67171.43563
3103	67169.77586
3104	67167.31953
3105	67162.63625
3106	67160.65922
3107	67159.22949
3108	67156.97146
3109	67152.02826
3110	67150.11293
3111	67148.01043
3112	67146.14468
3113	67144.59057
3114	67142.44392
3115	67140.582
3116	67138.97419
3117	67134.92591
3118	67127.30787
3119	67124.91459
3120	67122.89724
3121	67121.27082
3122	67117.73421
3123	67116.00936
3124	67115.19199
3125	67113.68029
3126	67111.59334
3127	67107.87173
3128	67106.40124
3129	67103.88953
3130	67100.08012
3131	67097.27179
3132	67094.95007
3133	67093.45817
3134	67092.0031
3135	67089.87835
3136	67087.76809
3137	67084.78715
3138	67081.31246
3139	67076.74933
3140	67074.20199
3141	67072.1532
3142	67065.07333
3143	67064.27193
3144	67061.57793
3145	67057.57385
3146	67055.21976
3147	67052.89324
3148	67051.42944
3149	67049.06375
3150	67044.323
3151	67042.01545
3152	67039.23618
3153	67035.58937
3154	67028.8609
3155	67026.1589
3156	67024.24116
3157	67021.92183
3158	67020.22621
3159	67017.94398
3160	67016.4993
3161	67014.39302
3162	67012.11051
3163	67010.48544
3164	66999.59575
3165	66986.61346
3166	66984.92701
3167	66983.20588
3168	66977.79097
3169	66975.05238
3170	66972.42303
3171	66969.38466
3172	66967.16648
3173	66965.67444
3174	66954.93947
3175	66950.39417
3176	66948.63269
3177	66940.72715
3178	66937.94071
3179	66931.81648
3180	66930.584
3181	66928.90845
3182	66925.01479
3183	66920.04149
3184	66918.25306
3185	66916.95654
3186	66915.08516
3187	66913.42111
3188	66911.74776
3189	66910.10417
3190	66907.42601
3191	66906.3527
3192	66899.54385
3193	66897.91463
3194	66894.51481
3195	66893.36029
3196	66891.57407
3197	66888.21034
3198	66886.75418
3199	66883.99624
3200	66882.87472
3201	66877.45385
3202	66875.22335
3203	66873.94571
3204	66871.68158
3205	66866.1492
3206	66864.01081
3207	66862.16421
3208	66858.8556
3209	66857.35551
3210	66854.82964
3211	66850.89695
3212	66848.52495
3213	66845.94817
3214	66843.86266
3215	66838.80176
3216	66837.36303
3217	66834.05071
3218	66832.41876
3219	66828.9111
3220	66825.00243
3221	66823.39911
3222	66820.75838
3223	66818.81393
3224	66817.13952
3225	66815.52643
