iter	RMSE
469	88272.13739
470	88231.53865
471	88199.55749
472	88182.56201
473	88165.3645
474	88125.24482
475	88093.28874
476	88075.81851
477	88057.32015
478	88033.35274
479	88005.80048
480	87983.38011
481	87963.63709
482	87927.69336
483	87903.50541
484	87873.56057
485	87834.33552
486	87801.49248
487	87782.96753
488	87765.34995
489	87734.64854
490	87718.38556
491	87691.84881
492	87655.63532
493	87635.00774
494	87596.18275
495	87576.35907
496	87538.19366
497	87515.91245
498	87479.57716
499	87461.17045
500	87429.07091
501	87406.62205
502	87385.47769
503	87359.77705
504	87337.41852
505	87308.96076
506	87292.56411
507	87271.39468
508	87257.35129
509	87222.87403
510	87198.30586
511	87173.03166
512	87145.85596
513	87128.65903
514	87107.54618
515	87077.33367
516	87059.46922
517	87043.00891
518	87032.01242
519	87004.16834
520	86954.09228
521	86922.11517
522	86904.05093
523	86868.11269
524	86839.51287
525	86805.73452
526	86788.67732
527	86767.82094
528	86746.02722
529	86726.90576
530	86703.89224
531	86682.10626
532	86649.70567
533	86633.98651
534	86618.07865
535	86581.77316
536	86562.23542
537	86526.89801
538	86511.03264
539	86487.03314
540	86472.36337
541	86454.7143
542	86440.8988
543	86427.91262
544	86413.58741
545	86388.71038
546	86365.5614
547	86348.64216
548	86334.56189
549	86288.43422
550	86269.0115
551	86246.38966
552	86221.67495
553	86199.68879
554	86185.37818
555	86163.62083
556	86153.68399
557	86138.13954
558	86120.46126
559	86096.26667
560	86079.51316
561	86066.3742
562	86050.89856
563	86035.00668
564	86015.1191
565	85999.66136
566	85975.50187
567	85959.02926
568	85942.29865
569	85910.99828
570	85896.78124
571	85882.62744
572	85866.44907
573	85848.80937
574	85833.69906
575	85815.3578
576	85797.31566
577	85784.0206
578	85768.61865
579	85747.21548
580	85729.18106
581	85712.8087
582	85686.93679
583	85671.85226
584	85626.98711
585	85606.12329
586	85582.42718
587	85543.7577
588	85528.45239
589	85515.37303
590	85500.44915
591	85491.20939
592	85477.59082
593	85457.73918
594	85443.84453
595	85413.87289
596	85397.96799
597	85381.6059
598	85365.15511
599	85348.38836
600	85305.02869
601	85278.47432
602	85260.62796
603	85248.49135
604	85221.40687
605	85189.16582
606	85172.24215
607	85158.95709
608	85120.69955
609	85098.98003
610	85074.61944
611	85056.92772
612	85030.54988
613	85014.29156
614	84998.34337
615	84987.38068
616	84977.9066
617	84958.88027
618	84939.10333
619	84923.20067
620	84879.36127
621	84861.56307
622	84845.01038
623	84834.08973
624	84824.75928
625	84806.84611
626	84794.67836
627	84776.2486
628	84735.8716
629	84722.59053
630	84687.9097
631	84675.13915
632	84630.07379
633	84618.24455
634	84600.65444
635	84577.32964
636	84565.40372
637	84554.92179
638	84539.12677
639	84527.35247
640	84511.45868
641	84476.10262
642	84461.84329
643	84448.50251
644	84423.52938
645	84405.07248
646	84387.2694
647	84376.61565
648	84363.35165
649	84324.87538
650	84312.14304
651	84302.95877
652	84285.25311
653	84269.30072
654	84258.75517
655	84246.98878
656	84229.52175
657	84214.44939
658	84196.99037
659	84186.69667
660	84172.56801
661	84148.93589
662	84139.38473
663	84124.25958
664	84111.91205
665	84095.31189
666	84084.37396
667	84069.51956
668	84053.08801
669	84040.97095
670	84024.23153
671	84015.37616
672	84001.64369
673	83964.94456
674	83952.62825
675	83933.40407
676	83911.82313
677	83894.62909
678	83880.84342
679	83870.88431
680	83855.88508
681	83844.86756
682	83805.1716
683	83791.57694
684	83772.66316
685	83762.84012
686	83752.89033
687	83736.20536
688	83710.85798
689	83699.9268
690	83691.57542
691	83681.23988
692	83660.32239
693	83643.34129
694	83622.85492
695	83610.73583
696	83568.38751
697	83558.40061
698	83536.88252
699	83527.03983
700	83508.95484
701	83495.9514
702	83484.07516
703	83462.06023
704	83448.49847
705	83438.74769
706	83428.00389
707	83410.6506
708	83390.51099
709	83375.74364
710	83354.56493
711	83337.73599
712	83313.00104
713	83303.07188
714	83286.38541
715	83276.66028
716	83261.08918
717	83247.21467
718	83236.01168
719	83226.01203
720	83216.1445
721	83200.29468
722	83183.49134
723	83162.79508
724	83142.63155
725	83122.05479
726	83106.81491
727	83097.32708
728	83085.4078
729	83067.83568
730	83057.67886
731	83049.33421
732	83030.40692
733	83022.64377
734	83008.1325
735	83000.8048
736	82983.90263
737	82972.24425
738	82954.23155
739	82939.42167
740	82923.55281
741	82907.30763
742	82902.15677
743	82889.00694
744	82864.52052
745	82852.16736
746	82835.26419
747	82818.48165
748	82806.65276
749	82791.95603
750	82782.78852
751	82770.67459
752	82761.2639
753	82742.28926
754	82724.86927
755	82719.10296
756	82700.75013
757	82690.85519
758	82677.3647
759	82666.78404
760	82656.285
761	82648.54534
762	82635.38653
763	82612.28715
764	82594.75576
765	82581.8659
766	82571.07403
767	82559.20275
768	82549.95882
769	82537.31187
770	82527.66827
771	82514.31636
772	82494.93571
773	82486.05046
774	82474.29953
775	82465.82702
776	82446.05103
777	82432.19335
778	82408.1984
779	82397.88921
780	82387.96821
781	82380.39958
782	82364.75164
783	82356.6615
784	82344.84733
785	82331.42796
786	82314.74176
787	82305.47793
788	82269.19292
789	82258.74709
790	82221.87013
791	82207.76998
792	82195.52737
793	82169.13757
794	82158.83978
795	82145.50193
796	82135.55249
797	82126.05882
798	82119.17497
799	82105.62915
800	82087.33803
801	82074.39171
802	82067.29153
803	82056.12265
804	82045.44975
805	82033.65821
806	82024.75847
807	82015.84855
808	82001.66061
809	81992.59341
810	81975.96076
811	81967.00627
812	81959.48322
813	81945.55371
814	81927.51282
815	81912.12869
816	81898.17481
817	81879.23037
818	81867.9974
819	81859.08092
820	81848.48828
821	81838.14429
822	81827.37705
823	81815.04243
824	81798.75938
825	81783.36251
826	81764.02295
827	81746.73737
828	81729.61847
829	81717.94054
830	81699.56902
831	81693.1522
832	81674.71491
833	81660.26517
834	81650.8919
835	81643.99747
836	81629.22825
837	81614.9188
838	81607.09331
839	81594.34857
840	81576.91019
841	81568.25271
842	81558.82591
843	81550.21165
844	81517.64081
845	81512.70639
846	81504.28489
847	81493.70746
848	81485.32177
849	81476.57359
850	81467.60285
851	81457.62827
852	81444.87441
853	81426.58423
854	81411.64783
855	81403.45768
856	81396.26947
857	81375.84977
858	81367.37905
859	81350.8231
860	81337.10275
861	81328.90199
862	81312.44681
863	81302.98947
864	81295.94179
865	81279.815
866	81269.00966
867	81258.40153
868	81242.6067
869	81227.81401
870	81220.56943
871	81195.1034
872	81158.48369
873	81147.2988
874	81139.72832
875	81129.16444
876	81122.6388
877	81113.86321
878	81101.53772
879	81091.27768
880	81081.22771
881	81072.73757
882	81055.25438
883	81036.47724
884	81019.82168
885	81010.03104
886	80999.60774
887	80986.2912
888	80973.8802
889	80970.47732
890	80957.50131
891	80946.47353
892	80937.47002
893	80932.13505
894	80914.83319
895	80898.41829
896	80889.45205
897	80858.42909
898	80850.26859
899	80842.21897
900	80832.69664
901	80819.39071
902	80785.55959
903	80774.28403
904	80756.74303
905	80750.30665
906	80736.74752
907	80724.90784
908	80717.24789
909	80709.317
910	80701.50371
911	80693.72367
912	80678.12504
913	80669.31117
914	80656.19237
915	80641.43579
916	80627.36026
917	80616.17456
918	80604.91323
919	80594.69219
920	80585.87379
921	80575.10669
922	80566.49177
923	80554.234
924	80516.19808
925	80508.00503
926	80497.89811
927	80488.57086
928	80480.19222
929	80471.68811
930	80461.33219
931	80448.08274
932	80445.022
933	80428.8455
934	80420.41702
935	80408.88463
936	80396.94537
937	80385.51421
938	80369.38149
939	80335.98645
940	80327.36968
941	80319.33211
942	80307.04377
943	80290.36537
944	80280.88581
945	80264.3203
946	80256.98025
947	80242.99761
948	80234.66182
949	80222.26108
950	80214.74399
951	80206.80323
952	80198.57397
953	80188.13279
954	80181.41643
955	80168.35023
956	80153.00585
957	80145.33614
958	80113.17706
959	80100.80572
960	80083.80446
961	80076.04969
962	80068.45414
963	80057.64073
964	80051.23235
965	80037.07614
966	80002.48112
967	79993.8869
968	79986.3091
969	79977.86154
970	79971.36369
971	79966.01353
972	79958.06634
973	79941.74281
974	79929.61608
975	79918.62807
976	79910.08995
977	79902.72287
978	79898.12285
979	79889.55515
980	79883.09204
981	79872.04541
982	79861.28147
983	79838.82114
984	79828.01463
985	79820.07833
986	79810.35038
987	79799.36607
988	79789.07022
989	79775.47601
990	79768.7503
991	79756.87492
992	79745.37163
993	79737.8986
994	79727.105
995	79716.35115
996	79708.86242
997	79701.16937
998	79685.38266
999	79680.20674
1000	79671.53762
1001	79660.67417
1002	79655.30724
1003	79641.04563
1004	79629.74857
1005	79614.55388
1006	79603.75009
1007	79595.75728
1008	79586.5311
1009	79576.27673
1010	79560.04824
1011	79542.81815
1012	79534.54467
1013	79523.30157
1014	79515.66575
1015	79508.5028
1016	79501.33024
1017	79488.98218
1018	79472.6253
1019	79463.59481
1020	79449.36198
1021	79445.25596
1022	79428.77969
1023	79412.53826
1024	79404.69843
1025	79391.13231
1026	79353.93633
1027	79346.5712
1028	79341.76988
1029	79331.25069
1030	79321.49282
1031	79311.63535
1032	79303.81695
1033	79297.08228
1034	79293.84538
1035	79284.05333
1036	79279.9763
1037	79265.36955
1038	79252.56855
1039	79238.61112
1040	79230.78581
1041	79220.56886
1042	79211.89069
1043	79186.34546
1044	79180.13759
1045	79172.80228
1046	79156.79939
1047	79145.72643
1048	79114.85551
1049	79108.8621
1050	79097.29692
1051	79081.14326
1052	79073.22835
1053	79066.1112
1054	79058.90554
1055	79050.2216
1056	79038.21605
1057	79024.87646
1058	79011.62089
1059	78982.03761
1060	78972.22807
1061	78961.11428
1062	78952.10258
1063	78944.24973
1064	78928.28396
1065	78920.5424
1066	78913.18363
1067	78905.3708
1068	78889.67327
1069	78876.8856
1070	78865.79941
1071	78851.7216
1072	78845.919
1073	78837.31317
1074	78830.08066
1075	78811.4075
1076	78804.00506
1077	78789.94091
1078	78782.68504
1079	78768.98425
1080	78758.9612
1081	78751.26001
1082	78744.67957
1083	78738.1242
1084	78723.38098
1085	78715.65274
1086	78700.87376
1087	78693.82594
1088	78683.87766
1089	78679.56362
1090	78672.38748
1091	78659.90191
1092	78652.96343
1093	78646.11334
1094	78635.90129
1095	78621.7624
1096	78615.74813
1097	78611.59436
1098	78605.99912
1099	78583.26474
1100	78576.0159
1101	78569.24416
1102	78564.07233
1103	78552.1979
1104	78539.1291
1105	78524.00544
1106	78516.91706
1107	78510.55402
1108	78503.09995
1109	78494.44847
1110	78488.65913
1111	78476.74547
1112	78467.13864
1113	78457.66288
1114	78448.97292
1115	78440.31512
1116	78430.85065
1117	78418.01533
1118	78411.10135
1119	78397.61846
1120	78385.55932
1121	78377.76501
1122	78370.57127
1123	78364.42323
1124	78357.21832
1125	78343.73536
1126	78336.36896
1127	78323.23874
1128	78316.48246
1129	78300.84896
1130	78291.01259
1131	78284.95296
1132	78278.20855
1133	78263.62716
1134	78253.98983
1135	78246.44264
1136	78235.73013
1137	78225.7504
1138	78213.89759
1139	78201.43757
1140	78193.45881
1141	78174.44227
1142	78169.96802
1143	78159.91638
1144	78144.69681
1145	78135.56168
1146	78128.26863
1147	78121.27099
1148	78114.90783
1149	78108.38136
1150	78101.85945
1151	78089.43523
1152	78080.80479
1153	78074.33635
1154	78067.94932
1155	78060.75885
1156	78052.58415
1157	78044.74122
1158	78038.53891
1159	78026.39772
1160	78019.68539
1161	78013.67505
1162	78006.93255
1163	77998.91516
1164	77990.17427
1165	77981.48004
1166	77975.32967
1167	77968.69178
1168	77962.45264
1169	77947.69018
1170	77933.56124
1171	77924.79972
1172	77916.20407
1173	77908.73383
1174	77899.54664
1175	77893.49218
1176	77887.35037
1177	77870.18782
1178	77862.19623
1179	77854.32401
1180	77847.33287
1181	77840.35276
1182	77818.72218
1183	77809.38168
1184	77804.81372
1185	77799.06677
1186	77785.88444
1187	77779.68011
1188	77773.95414
1189	77767.45421
1190	77758.48173
1191	77749.86604
1192	77741.85428
1193	77738.47785
1194	77730.22579
1195	77725.62544
1196	77717.21133
1197	77710.91072
1198	77703.01886
1199	77689.62854
1200	77683.36401
1201	77672.76039
1202	77666.56957
1203	77660.68377
1204	77651.93795
1205	77648.4066
1206	77642.33838
1207	77627.52342
1208	77622.0908
1209	77614.12067
1210	77608.19309
1211	77600.45754
1212	77592.90906
1213	77590.06746
1214	77586.08162
1215	77579.9568
1216	77550.30911
1217	77544.6945
1218	77530.9993
1219	77521.67566
1220	77516.3543
1221	77502.72081
1222	77495.50895
1223	77472.21232
1224	77466.98871
1225	77461.68551
1226	77448.56984
1227	77439.64914
1228	77432.08124
1229	77425.59618
1230	77419.63576
1231	77411.89888
1232	77406.30164
1233	77399.57508
1234	77388.12185
1235	77382.44985
1236	77376.56262
1237	77370.24869
1238	77356.18138
1239	77350.68735
1240	77341.90198
1241	77336.07637
1242	77330.27585
1243	77323.98519
1244	77321.4181
1245	77315.99383
1246	77306.1029
1247	77299.12348
1248	77293.87636
1249	77286.26336
1250	77283.55436
1251	77275.33677
1252	77264.38152
1253	77256.92961
1254	77251.61337
1255	77239.78587
1256	77232.63037
1257	77225.45651
1258	77214.38856
1259	77207.77966
1260	77200.37735
1261	77192.94835
1262	77185.2973
1263	77175.42046
1264	77161.16822
1265	77155.95126
1266	77153.3154
1267	77147.18066
1268	77141.95139
1269	77133.28215
1270	77129.63954
1271	77123.98119
1272	77118.85139
1273	77111.87796
1274	77107.07584
1275	77099.97778
1276	77094.87393
1277	77087.10107
1278	77075.54104
1279	77064.14003
1280	77056.93185
1281	77048.75593
1282	77042.13473
1283	77039.11366
1284	77027.08432
1285	77020.61008
1286	77008.19861
1287	77005.62341
1288	76993.25633
1289	76988.19426
1290	76983.1204
1291	76977.65408
1292	76972.63163
1293	76964.8279
1294	76957.5254
1295	76949.50912
1296	76942.31638
1297	76937.3869
1298	76926.63245
1299	76918.66731
1300	76911.87132
1301	76904.93471
1302	76901.43054
1303	76898.93064
1304	76892.07734
1305	76885.19521
1306	76878.36328
1307	76875.41085
1308	76870.6669
1309	76863.98732
1310	76856.16674
1311	76846.57287
1312	76839.42269
1313	76829.72394
1314	76824.02332
1315	76819.30315
1316	76812.5282
1317	76805.79193
1318	76798.95523
1319	76796.04915
1320	76790.42066
1321	76781.87204
1322	76775.23896
1323	76768.44811
1324	76754.95186
1325	76747.84283
1326	76741.49854
1327	76727.71888
1328	76707.8351
1329	76703.11138
1330	76696.59143
1331	76692.16444
1332	76689.73507
1333	76685.03964
1334	76680.36881
1335	76674.85479
1336	76665.57866
1337	76659.31724
1338	76639.73467
1339	76633.32355
1340	76628.7101
1341	76625.87285
1342	76618.69724
1343	76616.30754
1344	76610.41649
1345	76602.62217
1346	76595.21906
1347	76575.93297
1348	76568.38419
1349	76565.60341
1350	76554.36293
1351	76539.10973
1352	76527.95079
1353	76514.30444
1354	76503.28973
1355	76494.35111
1356	76483.52272
1357	76471.23259
1358	76466.64489
1359	76463.91453
1360	76456.96662
1361	76453.03726
1362	76450.70966
1363	76443.0815
1364	76433.07767
1365	76428.52644
1366	76417.77172
1367	76413.24353
1368	76403.5274
1369	76397.22545
1370	76386.6529
1371	76382.16664
1372	76375.56313
1373	76368.48348
1374	76359.41199
1375	76354.94278
1376	76348.75919
1377	76346.48154
1378	76342.07957
1379	76332.28004
1380	76330.04383
1381	76319.69614
1382	76311.13332
1383	76305.0121
1384	76298.15048
1385	76277.19736
1386	76264.24213
1387	76257.39256
1388	76249.71461
1389	76247.47494
1390	76243.11663
1391	76236.53475
1392	76217.72187
1393	76210.97743
1394	76206.63875
1395	76192.65012
1396	76188.29226
1397	76180.71814
1398	76173.35869
1399	76169.52651
1400	76165.23082
1401	76159.20495
1402	76154.93285
1403	76148.13462
1404	76140.36548
1405	76134.41992
1406	76130.17082
1407	76120.2807
1408	76116.13514
1409	76107.89547
1410	76099.1861
1411	76096.58632
1412	76087.03586
1413	76084.46442
1414	76068.84689
1415	76055.62539
1416	76046.23049
1417	76027.77744
1418	76021.10098
1419	76016.92496
1420	76011.1798
1421	76003.07366
1422	75998.84259
1423	75989.19253
1424	75983.92587
1425	75979.76741
1426	75973.26091
1427	75970.72693
1428	75964.1908
1429	75951.56827
1430	75941.66766
1431	75935.223
1432	75926.01701
1433	75918.40853
1434	75908.55447
1435	75904.41948
1436	75900.30519
1437	75890.8347
1438	75887.96593
1439	75883.87266
1440	75874.62613
1441	75872.15855
1442	75862.67266
1443	75856.54359
1444	75838.38379
1445	75830.5942
1446	75823.68747
1447	75815.99779
1448	75793.91262
1449	75784.65836
1450	75775.25153
1451	75765.36877
1452	75756.51694
1453	75749.40562
1454	75741.86828
1455	75735.21601
1456	75728.8204
1457	75722.26702
1458	75716.46065
1459	75710.22524
1460	75702.2321
1461	75693.81597
1462	75684.79783
1463	75682.78946
1464	75669.05936
1465	75664.8655
1466	75655.67132
1467	75646.68747
1468	75639.36612
1469	75631.38851
1470	75627.33457
1471	75623.21905
1472	75619.20567
1473	75615.21454
1474	75613.09044
1475	75604.13275
1476	75595.39289
1477	75591.42916
1478	75585.4088
1479	75574.71142
1480	75568.6344
1481	75556.17109
1482	75549.20228
1483	75543.72004
1484	75539.77295
1485	75530.84603
1486	75523.68353
1487	75517.11678
1488	75513.19104
1489	75505.19067
1490	75503.29883
1491	75501.31336
1492	75495.19704
1493	75489.54602
1494	75480.65305
1495	75474.07408
1496	75470.21029
1497	75462.07859
1498	75455.15479
1499	75451.30961
1500	75445.39812
1501	75441.57395
1502	75437.76667
1503	75435.82611
1504	75430.01365
1505	75417.21926
1506	75410.83182
1507	75401.8631
1508	75396.42641
1509	75390.70858
1510	75384.27222
1511	75375.55985
1512	75371.76345
1513	75362.34549
1514	75347.84016
1515	75338.34789
1516	75322.21132
1517	75318.43343
1518	75314.3233
1519	75310.56576
1520	75305.30143
1521	75296.74174
1522	75280.84385
1523	75275.24131
1524	75269.48239
1525	75263.85423
1526	75252.14885
1527	75248.42336
1528	75226.1473
1529	75198.77755
1530	75190.4954
1531	75177.45136
1532	75171.90152
1533	75166.72708
1534	75162.06463
1535	75156.71544
1536	75153.07742
1537	75149.26508
1538	75143.75422
1539	75140.09823
1540	75129.19713
1541	75123.90844
1542	75117.72284
1543	75111.50688
1544	75107.86994
1545	75099.2353
1546	75093.16799
1547	75066.30809
1548	75060.89397
1549	75057.05667
1550	75036.71029
1551	75029.20515
1552	75020.29583
1553	75014.96737
1554	75007.53788
1555	75001.43231
1556	74995.67563
1557	74990.07515
1558	74983.45859
1559	74978.22382
1560	74969.7405
1561	74965.9369
1562	74960.25725
1563	74948.38335
1564	74943.22191
1565	74932.76082
1566	74924.52195
1567	74919.43318
1568	74915.82883
1569	74909.17458
1570	74901.10238
1571	74893.09499
1572	74878.84302
1573	74872.91971
1574	74866.09043
1575	74850.61566
1576	74845.16798
1577	74838.52268
1578	74824.41302
1579	74816.04708
1580	74789.74067
1581	74781.89153
1582	74778.30397
1583	74770.58611
1584	74765.47277
1585	74755.22567
1586	74750.3506
1587	74744.37595
1588	74734.09889
1589	74728.11208
1590	74719.71504
1591	74714.08231
1592	74710.51391
1593	74694.84031
1594	74689.77751
1595	74663.96713
1596	74655.77155
1597	74630.29846
1598	74624.37055
1599	74619.30345
1600	74615.75575
1601	74612.22566
1602	74607.31627
1603	74602.90167
1604	74590.56795
1605	74582.14145
1606	74573.82832
1607	74566.19821
1608	74558.02426
1609	74554.35455
1610	74550.69148
1611	74540.09466
1612	74531.29256
1613	74526.19963
1614	74521.36865
1615	74517.71675
1616	74508.82787
1617	74501.4067
1618	74476.29613
1619	74472.65961
1620	74469.04262
1621	74460.31323
1622	74435.4842
1623	74420.98486
1624	74414.73926
1625	74409.6399
1626	74404.20011
1627	74400.59744
1628	74397.17796
1629	74388.39221
1630	74385.01445
1631	74382.33928
1632	74373.68662
1633	74370.13416
1634	74360.65542
1635	74357.28486
1636	74346.3411
1637	74341.27885
1638	74336.27816
1639	74330.89183
1640	74319.50663
1641	74312.5477
1642	74304.02057
1643	74288.99757
1644	74285.713
1645	74277.29962
1646	74252.91737
1647	74246.66321
1648	74232.78908
1649	74225.16326
1650	74219.54218
1651	74206.20724
1652	74200.13306
1653	74195.89955
1654	74192.36455
1655	74187.28128
1656	74181.93897
1657	74174.92381
1658	74166.41537
1659	74161.71568
1660	74158.6175
1661	74155.27886
1662	74151.98301
1663	74146.95612
1664	74142.0538
1665	74138.7529
1666	74127.62071
1667	74113.90019
