iter	Logloss
235	0.2902097596
236	0.2900791901
237	0.2899557152
238	0.28984498
239	0.2897422716
240	0.2896568509
241	0.2896387899
242	0.2895451566
243	0.2893491411
244	0.2892571036
245	0.2891276679
246	0.2890033367
247	0.2888911016
248	0.2888120698
249	0.2887159032
250	0.2885454342
251	0.2884489678
252	0.2883431739
253	0.288227211
254	0.2881386156
255	0.2880409014
256	0.2879396892
257	0.2878375099
258	0.2876869929
259	0.287602731
260	0.2874953378
261	0.2873958971
262	0.2873101227
263	0.2872448854
264	0.2871302883
265	0.2869261706
266	0.2868403488
267	0.2867641068
268	0.2867026839
269	0.286583006
270	0.2865058752
271	0.2864038711
272	0.2863115321
273	0.2862337638
274	0.2861359333
275	0.2861085373
276	0.2860383612
277	0.2859491986
278	0.2858752665
279	0.2858076504
280	0.2856895892
281	0.2856350162
282	0.2855804735
283	0.2855775007
284	0.2854908354
285	0.2853708833
286	0.2852729418
287	0.2851202357
288	0.2850406144
289	0.2849858198
290	0.2849267765
291	0.2848602051
292	0.2847673816
293	0.2846650224
294	0.2844708214
295	0.2843987381
296	0.2843766584
297	0.2842303423
298	0.2841429185
299	0.2840651651
300	0.2839703127
301	0.2838994726
302	0.2838010648
303	0.2837406379
304	0.2836805595
305	0.283554652
306	0.2834586226
307	0.2834131498
308	0.2833473941
309	0.2833025198
310	0.2832439774
311	0.283200035
312	0.2831479811
313	0.2830973414
314	0.2829880603
315	0.2829397083
316	0.2828444875
317	0.2828034472
318	0.2827519834
319	0.2826795788
320	0.2826188865
321	0.2825581349
322	0.2824825916
323	0.28237506
324	0.2822802104
325	0.2822215022
326	0.2821108508
327	0.2820488987
328	0.2819474661
329	0.2818975182
330	0.2818611803
331	0.2817977716
332	0.2817183998
333	0.2816456371
334	0.2816132576
335	0.2815805461
336	0.2815382897
337	0.2814433363
338	0.2813639841
339	0.2813295924
340	0.2812434209
341	0.2812195616
342	0.2811666739
343	0.2811221893
344	0.2810751913
345	0.2810028926
346	0.2809290162
347	0.2808490651
348	0.2807805899
349	0.2807122561
350	0.280618455
351	0.2805957451
352	0.2805612391
353	0.2805023395
354	0.2804615209
355	0.2804321121
356	0.280380288
357	0.2803782092
358	0.2803062832
359	0.2802662313
360	0.2801931346
361	0.2801379059
362	0.2800541437
363	0.2800178127
364	0.2799326592
365	0.2799092299
366	0.2798667981
367	0.2797908448
368	0.279764883
369	0.2797386802
370	0.2796543915
371	0.2796216157
372	0.2795344439
373	0.279476058
374	0.2794668406
375	0.2794435361
376	0.2793972914
377	0.2793294429
378	0.2792636518
379	0.279225694
380	0.2791642317
381	0.2791471993
382	0.279059202
383	0.2790486156
384	0.278968971
385	0.2789385892
386	0.2788920511
387	0.2788774551
388	0.2788431407
389	0.2787635764
390	0.2787344688
391	0.2787052508
392	0.2786699318
393	0.2786413257
394	0.2785727751
395	0.2785517693
396	0.2784948392
397	0.2784424537
398	0.2783718321
399	0.2783556718
400	0.2783500998
401	0.2783232111
402	0.2782542807
403	0.2782322739
404	0.2782066899
405	0.2781745055
406	0.2781454365
407	0.2781049995
408	0.2780298129
409	0.2780046901
410	0.2779704839
411	0.2779321176
412	0.2779152352
413	0.2778371775
414	0.2778211074
415	0.2777657341
416	0.2777174159
417	0.2776557496
418	0.2775974075
419	0.2775456827
420	0.2775456707
421	0.2774935687
422	0.2774485249
423	0.2773884649
424	0.2773480407
425	0.2773001463
426	0.277268434
427	0.2772432394
428	0.2772197611
429	0.2771493027
430	0.2770817157
431	0.2770550895
432	0.2770359435
433	0.276989861
434	0.2769455802
435	0.2768705783
436	0.2768138037
437	0.2767650914
438	0.2767263861
439	0.2766935492
440	0.2766547244
441	0.2766285402
442	0.2765955669
443	0.2765857964
444	0.2765400221
445	0.2764983892
446	0.2764773576
447	0.2764432243
448	0.2764182805
449	0.2763959243
450	0.2763665311
451	0.2763382534
452	0.2762553686
453	0.2762224397
454	0.2762046054
455	0.2761593886
456	0.2761220034
457	0.2760963145
458	0.2760706614
459	0.2760325153
460	0.2759938072
461	0.2759761994
462	0.275960128
463	0.2759103272
464	0.2758273148
465	0.2758043426
466	0.2757709602
467	0.275745668
468	0.2757251885
469	0.275723706
470	0.2757020799
471	0.275695426
472	0.2756546012
473	0.2756271596
474	0.2755743675
475	0.2755613348
476	0.2755159818
477	0.2755148306
478	0.2754439154
479	0.2754315234
480	0.2754040656
481	0.2753716063
482	0.2753602792
483	0.2753119266
484	0.2752976701
485	0.2752976657
486	0.275279175
487	0.2752459319
488	0.2752199681
489	0.2751915844
490	0.2751619299
491	0.2751175106
492	0.2750630431
493	0.2750395011
494	0.2750386964
495	0.274990233
496	0.2749893623
497	0.2749690835
498	0.2749588256
499	0.2749472478
500	0.2749442269
501	0.2748777196
502	0.2748308841
503	0.2747744854
504	0.2747610939
505	0.2747404168
506	0.2746933627
507	0.2746613967
508	0.274619728
509	0.2746008084
510	0.2745889916
511	0.2745619798
512	0.2745343761
513	0.2744957931
514	0.274470285
515	0.2744295603
516	0.2743981307
517	0.2743746855
518	0.2743637247
519	0.2743569843
520	0.2743480051
521	0.2743196797
522	0.2742807931
523	0.2742627207
524	0.274248336
525	0.2742483212
526	0.2742328985
527	0.2741856209
528	0.2741769416
529	0.274161404
530	0.2741328179
531	0.2741286645
532	0.2741169167
533	0.2741032801
534	0.2740829784
535	0.2740476011
536	0.2740309797
537	0.2739923358
538	0.2739884397
539	0.2739749541
540	0.2739368009
541	0.2739119927
542	0.2738515681
543	0.2737918159
544	0.2737697764
545	0.2737569124
546	0.2737457402
547	0.2737328202
548	0.2737110188
549	0.2736947586
550	0.2736759627
551	0.2736038198
552	0.2735755055
553	0.2735637581
554	0.2735406893
555	0.2735399719
556	0.273508753
557	0.2734919742
558	0.2734563184
559	0.2734542891
560	0.273424141
561	0.2734075348
562	0.2733872316
563	0.2733653148
564	0.2733468666
565	0.2733435741
566	0.2733265219
567	0.2732760006
568	0.2732602944
569	0.2732482146
570	0.2732344124
571	0.2732070729
572	0.2731745011
573	0.2731452116
574	0.2731198694
575	0.2730888165
576	0.2730835616
577	0.273020933
578	0.2730045964
579	0.2729453567
580	0.2729145725
581	0.2729094771
582	0.2729069527
583	0.2728987426
584	0.2728534278
585	0.2728450204
586	0.2728119785
587	0.2728119582
588	0.272797931
589	0.272780058
590	0.272770984
591	0.2727709677
592	0.2727586257
593	0.2727301773
594	0.2727025918
595	0.2726520517
596	0.2726393026
597	0.2726190335
598	0.2726183066
599	0.272599226
600	0.2725654436
601	0.2725478987
602	0.2725108991
603	0.272498571
604	0.2724550943
605	0.2724324395
606	0.2724085638
607	0.2724058787
608	0.2724051174
609	0.2723928891
610	0.272381569
611	0.2723325568
612	0.2723162975
613	0.2722724938
614	0.2722702566
615	0.2722520828
616	0.2722368718
617	0.2721882349
618	0.2721738453
619	0.2721519384
620	0.2721369619
621	0.2721192147
622	0.272109432
623	0.2720932225
624	0.2720837107
625	0.2720606538
626	0.2720417514
627	0.2720280787
628	0.2720206751
629	0.272006834
630	0.2719906354
631	0.2719623593
632	0.2719357759
633	0.2719026122
634	0.2718870662
635	0.2718801376
636	0.271828489
637	0.2717909303
638	0.2717556993
639	0.2717447305
640	0.2717345057
641	0.2717163806
642	0.2717094507
643	0.271673356
644	0.2716661743
645	0.271655517
646	0.2716262618
647	0.2716247865
648	0.2716149891
649	0.2715942537
650	0.2715684154
651	0.2715508743
652	0.2715384642
653	0.271538448
654	0.2715298945
655	0.2715183838
656	0.2714928474
657	0.2714518061
658	0.2714504422
659	0.2714291184
660	0.2714157535
661	0.2713934284
662	0.2713772896
663	0.2713691691
664	0.2713585377
665	0.2713408262
666	0.2713335387
667	0.271302831
668	0.2712943026
669	0.2712775753
670	0.2712690958
671	0.2712513663
672	0.2712389703
673	0.2712389567
674	0.2712351678
675	0.2712220984
676	0.2711668838
677	0.2711470866
678	0.2711268777
679	0.2711051728
680	0.2711049809
681	0.2710901782
682	0.2710825952
683	0.2710622205
684	0.2710426072
685	0.271026656
686	0.2710013319
687	0.2709916115
688	0.2709915987
689	0.2709630408
690	0.2709386275
691	0.2709379726
692	0.2709287678
693	0.2709222532
694	0.2709191891
695	0.2709173527
696	0.2709060977
697	0.2708924884
698	0.2708792979
699	0.2708782963
700	0.2708634251
701	0.270853702
702	0.2708400541
703	0.2708312365
704	0.2708197876
705	0.2708101615
706	0.2707899753
707	0.2707711737
708	0.2707591053
709	0.2707437751
710	0.2707390851
711	0.2707279016
712	0.2706902879
713	0.2706883832
714	0.2706682167
715	0.2706538537
716	0.2706427213
717	0.2706185345
718	0.2706031107
719	0.2705885875
720	0.2705673234
721	0.2705649233
722	0.270553828
723	0.2705437598
724	0.2705122542
725	0.2704880955
726	0.2704791616
727	0.2704647821
728	0.2704471097
729	0.2704362944
730	0.2704266472
731	0.2704206367
732	0.2704049175
733	0.2703909564
734	0.2703690778
735	0.2703607352
736	0.2703517958
737	0.2703472498
738	0.2703081332
739	0.270281401
740	0.2702700493
741	0.2702130039
742	0.2702063974
743	0.2702063836
744	0.2701940432
745	0.2701732986
746	0.2701732897
747	0.2701510507
748	0.2701440158
749	0.2701394186
750	0.2701141545
751	0.2701085593
752	0.2700994114
753	0.2700900262
754	0.2700548984
755	0.2700335292
756	0.2700303638
757	0.2700011284
758	0.2699698277
759	0.2699690696
760	0.2699567388
761	0.2699567252
762	0.269946015
763	0.2699329779
764	0.2699171176
765	0.2699053403
766	0.2698992538
767	0.2698667369
768	0.2698566354
769	0.2698458616
770	0.2698038777
771	0.2698000484
772	0.2697876345
773	0.2697661941
774	0.2697602647
775	0.2697414052
776	0.2697271699
777	0.2697065454
778	0.2696720482
779	0.2696388005
780	0.2696382318
781	0.2696309056
782	0.2696301845
783	0.2696143656
784	0.2695926174
785	0.2695435248
786	0.2695358749
787	0.2695045684
788	0.269493744
789	0.2694813347
790	0.2694553571
791	0.2694341956
792	0.2693991332
793	0.2693868597
794	0.2693745344
795	0.2693660151
796	0.2693538304
797	0.2693365858
798	0.269301341
799	0.2692844187
800	0.2692800941
801	0.2692578718
802	0.2692449083
803	0.2692291828
804	0.2692200574
805	0.2692167907
806	0.2692081645
807	0.2691970287
808	0.2691816692
809	0.2691594871
810	0.269137687
811	0.2691192226
812	0.2691102255
813	0.2691096973
814	0.2690720082
815	0.2690550029
816	0.2690372482
817	0.2690065823
818	0.2689792381
819	0.268939406
820	0.2689236273
821	0.2688954739
822	0.2688786511
823	0.2688606431
824	0.2688441069
825	0.268827469
826	0.2688249762
827	0.2687967228
828	0.268795862
829	0.2687851307
830	0.2687798122
831	0.2687750182
832	0.2687569078
833	0.2687455537
834	0.2687189653
835	0.2687123276
836	0.2686947977
837	0.2686804606
838	0.2686689856
839	0.268668977
840	0.2686585678
841	0.2686422204
842	0.2686216801
843	0.2686055857
844	0.2686050712
845	0.268587446
846	0.2685818033
847	0.2685616102
848	0.2685362072
849	0.2685119714
850	0.2684958222
851	0.2684846787
852	0.2684600929
853	0.2684410801
854	0.2684402782
855	0.2684340931
856	0.2684193981
857	0.2684097978
858	0.2684005255
859	0.2683851793
860	0.2683690944
861	0.2683534897
862	0.268338968
863	0.2683209138
864	0.2683157857
865	0.2683028161
866	0.268258263
867	0.2682375281
868	0.268230814
869	0.2682075197
870	0.2681922053
871	0.2681910293
872	0.268191015
873	0.2681908221
874	0.2681908026
875	0.2681860999
876	0.2681575475
877	0.2681452917
878	0.2681390514
879	0.2680971905
880	0.2680807345
881	0.2680456802
882	0.2680332641
883	0.267997109
884	0.2679848436
885	0.2679793433
886	0.2679772725
887	0.2679472148
888	0.267931232
889	0.2679303459
890	0.2679181168
891	0.2679133577
892	0.267911646
893	0.2678973418
894	0.2678843339
895	0.2678820326
896	0.2678628142
897	0.2678525901
898	0.2678310171
899	0.2678244242
900	0.2678173283
901	0.2677975096
902	0.2677845472
903	0.2677772912
904	0.2677432902
905	0.267728674
906	0.267709816
907	0.2676962708
908	0.2676958181
909	0.267690829
910	0.2676789569
911	0.2676758962
912	0.2676550987
913	0.2676549395
914	0.2676366015
915	0.2676352582
916	0.2676186843
917	0.2676095278
918	0.267593103
919	0.2675657605
920	0.2675646643
921	0.2675464114
922	0.267536364
923	0.2675316347
924	0.2675062541
925	0.2674941002
926	0.2674841922
927	0.2674697189
928	0.2674568715
929	0.2674520709
930	0.2674040559
931	0.2673847131
932	0.2673700948
933	0.2673590586
934	0.2673533522
935	0.2673332134
936	0.2673224186
937	0.2673097107
938	0.2673035886
939	0.2672784649
940	0.267269557
941	0.2672606672
942	0.2672237655
943	0.2672051447
944	0.2671948232
945	0.2671760252
946	0.2671748644
947	0.2671740793
948	0.2671630492
949	0.2671576635
950	0.2671465495
951	0.2671330337
952	0.267125282
953	0.2670915076
954	0.2670741077
955	0.2670643663
956	0.267058369
957	0.2670409098
958	0.267029805
959	0.2670217275
960	0.2670157535
961	0.2670042446
962	0.2669800468
963	0.2669612209
964	0.2669468755
965	0.2669346782
966	0.2669060278
967	0.266879246
968	0.2668564813
969	0.2668320078
970	0.2668249001
971	0.266816683
972	0.2668105357
973	0.2667874842
974	0.2667709268
975	0.2667581814
976	0.2667374647
977	0.2667236189
978	0.2667232012
979	0.2667012455
980	0.2666665123
981	0.2666528787
982	0.2666121033
983	0.2665981281
984	0.2665802729
985	0.2665547275
986	0.2665514271
987	0.2665416349
988	0.2665370023
989	0.2665365583
990	0.2665305447
991	0.2665089958
992	0.2664901494
993	0.2664897438
994	0.2664788354
995	0.2664614897
996	0.2664487516
997	0.2664367572
998	0.2664267468
999	0.2664002087
1000	0.2663831093
1001	0.266382555
1002	0.2663481902
1003	0.2663417885
1004	0.2663371915
1005	0.2663303568
1006	0.2663281647
1007	0.266297841
1008	0.2662865053
1009	0.2662697262
1010	0.2662597582
1011	0.2662460152
1012	0.266241853
1013	0.2662197579
1014	0.2661978413
1015	0.2661867916
1016	0.266170962
1017	0.2661595434
1018	0.2661532095
1019	0.266119417
1020	0.2660898314
1021	0.2660704131
1022	0.2660703997
1023	0.2660555635
1024	0.2660555499
1025	0.2660382499
1026	0.26602508
1027	0.2660155666
1028	0.2659956661
1029	0.2659892617
1030	0.2659839788
1031	0.2659784593
1032	0.265963152
1033	0.2659413458
1034	0.2659145699
1035	0.2659055894
1036	0.2659000087
1037	0.2658980058
1038	0.2658972638
1039	0.2658913576
1040	0.2658908544
1041	0.2658663515
1042	0.2658567408
1043	0.2658520817
1044	0.2658338393
1045	0.2658213893
1046	0.2657964812
1047	0.2657915152
1048	0.2657764277
1049	0.265753169
1050	0.2657256857
1051	0.2657252548
1052	0.2657057817
1053	0.2657000705
1054	0.2656939086
1055	0.265689684
1056	0.2656580662
1057	0.2656179364
1058	0.2656003988
1059	0.2655959046
1060	0.265579811
1061	0.2655622542
1062	0.265549677
1063	0.2655361461
1064	0.2655241727
1065	0.2655135166
1066	0.2654921704
1067	0.2654634098
1068	0.2654385338
1069	0.2654319109
1070	0.2654218545
1071	0.2654104011
1072	0.2653892735
1073	0.2653738791
1074	0.2653715366
1075	0.2653693384
1076	0.2653610568
1077	0.2653524301
1078	0.2653449612
1079	0.2653366616
1080	0.2653363158
1081	0.2653302352
1082	0.2653275089
1083	0.2653059889
1084	0.2652904234
1085	0.2652811616
1086	0.2652683875
1087	0.2652478768
1088	0.2652314652
1089	0.2652246382
1090	0.265218603
1091	0.2652067344
1092	0.2651956038
1093	0.2651903336
1094	0.2651788462
1095	0.2651719671
1096	0.2651716437
1097	0.2651667347
1098	0.2651471551
1099	0.265123469
1100	0.2651107734
1101	0.2651040387
1102	0.265094717
1103	0.2650664347
1104	0.2650470599
1105	0.2650388279
1106	0.2650324551
1107	0.2650184085
1108	0.2650063011
1109	0.2649956959
1110	0.2649793455
1111	0.2649419939
1112	0.2649335041
1113	0.2649263354
1114	0.2649162802
1115	0.2649111341
1116	0.2649041069
1117	0.2649038119
1118	0.2648991536
1119	0.2648935415
1120	0.2648817993
1121	0.2648650644
1122	0.2648594804
1123	0.2648564011
1124	0.2648396069
1125	0.264834317
1126	0.2648179311
1127	0.2648085613
1128	0.2648082639
1129	0.2647926674
1130	0.2647795713
1131	0.2647684992
1132	0.2647658371
1133	0.2647609012
1134	0.2647471609
1135	0.2647218294
1136	0.2647113026
1137	0.2646878608
1138	0.2646831638
1139	0.2646636543
1140	0.2646317226
1141	0.264602506
1142	0.2646022357
1143	0.2645756543
1144	0.2645480883
1145	0.2645334062
1146	0.2645171803
1147	0.2645043466
1148	0.2644985859
1149	0.2644738181
1150	0.2644580854
1151	0.2644410998
1152	0.2644378152
1153	0.2644373025
1154	0.2644202531
1155	0.2644038266
1156	0.2643843828
1157	0.2643624
1158	0.264332072
1159	0.264326192
1160	0.2643123233
1161	0.2642876379
1162	0.2642674031
1163	0.2642614099
1164	0.264228895
1165	0.2642260682
1166	0.2642130776
1167	0.2641834303
1168	0.2641734581
1169	0.2641732194
1170	0.2641522234
1171	0.2641286562
1172	0.2641257527
1173	0.2641122282
1174	0.2640972877
1175	0.2640837949
1176	0.264077508
1177	0.2640742635
1178	0.2640681244
1179	0.2640621807
1180	0.2640580543
1181	0.2640432811
1182	0.2640286694
1183	0.2640222096
1184	0.26401615
1185	0.2640124564
1186	0.2640045955
1187	0.2639961288
1188	0.2639865941
1189	0.2639803679
1190	0.2639655105
1191	0.2639581709
1192	0.2639467318
1193	0.2639366574
1194	0.2639285578
1195	0.2639229944
1196	0.2639122864
1197	0.2638925139
1198	0.2638905076
1199	0.2638774705
1200	0.2638590871
1201	0.2638412282
1202	0.2638184782
1203	0.2638015813
1204	0.2637982706
1205	0.2637750667
1206	0.2637641521
1207	0.2637485453
1208	0.2637383605
1209	0.2637291803
1210	0.2637250383
1211	0.2637136895
1212	0.2636995027
1213	0.263691769
1214	0.2636810173
1215	0.2636731516
1216	0.2636632481
1217	0.2636580127
1218	0.2636426233
1219	0.2636148345
1220	0.2635948835
1221	0.2635880341
1222	0.2635671973
1223	0.2635561997
1224	0.2635493393
1225	0.2635382629
1226	0.263527765
1227	0.2635164362
1228	0.2635060631
1229	0.2634934788
1230	0.2634890128
1231	0.2634770337
1232	0.2634755398
1233	0.2634722478
1234	0.2634670928
1235	0.2634565313
1236	0.2634503308
1237	0.2634454686
1238	0.2634320045
1239	0.2634102873
1240	0.2633971573
1241	0.2633932269
1242	0.2633826319
1243	0.2633677533
1244	0.2633500734
1245	0.2633398792
1246	0.2633388211
1247	0.2633356949
1248	0.2633265753
1249	0.2633172177
1250	0.2633053651
1251	0.2632932745
1252	0.2632756316
1253	0.2632485033
1254	0.2632403162
1255	0.2632304338
1256	0.2632259028
1257	0.2632094992
1258	0.263180947
1259	0.263167221
1260	0.2631624761
1261	0.2631617201
1262	0.2631447321
1263	0.2631315215
1264	0.263121313
1265	0.2631103944
1266	0.2630943981
1267	0.2630911016
1268	0.2630859747
1269	0.2630774179
1270	0.2630581844
1271	0.2630410225
1272	0.2630270984
1273	0.2630220078
1274	0.2630134723
1275	0.2630042565
1276	0.2629975221
1277	0.2629635841
1278	0.2629592567
1279	0.2629423097
1280	0.2629252203
1281	0.2629172154
1282	0.2629120143
1283	0.2628993844
1284	0.262895899
1285	0.2628881959
1286	0.2628761313
1287	0.26286355
1288	0.2628562156
1289	0.2628482401
1290	0.262837812
1291	0.262829376
1292	0.2628195698
1293	0.2628175486
1294	0.262812075
1295	0.2628004483
1296	0.2627901042
1297	0.2627772489
1298	0.2627567568
1299	0.2627502453
1300	0.2627276545
1301	0.2627140589
1302	0.2627038446
1303	0.2626915604
1304	0.2626888768
1305	0.262685072
1306	0.2626669465
1307	0.2626608783
1308	0.2626506538
1309	0.2626355804
1310	0.2626321541
1311	0.262624413
1312	0.2626033245
1313	0.2625880829
1314	0.2625851537
1315	0.2625680123
1316	0.2625603528
1317	0.2625544631
1318	0.2625469667
1319	0.262533631
1320	0.2625209688
1321	0.2625156676
1322	0.262512428
1323	0.2624851586
1324	0.2624782371
1325	0.2624569073
1326	0.2624398375
1327	0.2624373597
1328	0.2624298984
1329	0.2624209019
1330	0.2624089067
1331	0.2624030965
1332	0.2623899223
1333	0.2623873156
1334	0.2623635732
1335	0.2623583599
1336	0.2623553345
1337	0.2623487509
1338	0.2623334755
1339	0.2623280144
1340	0.2623166643
1341	0.2623036064
1342	0.2622895068
1343	0.2622745662
1344	0.2622659762
1345	0.2622442272
1346	0.2622373061
1347	0.2622138239
1348	0.2622063601
1349	0.2621916198
1350	0.2621844668
1351	0.2621754351
1352	0.2621727506
1353	0.2621566784
1354	0.2621515316
1355	0.2621382582
1356	0.2621288568
1357	0.2621216268
1358	0.2621134423
1359	0.2621086281
1360	0.2621040984
1361	0.2620952836
1362	0.2620728566
1363	0.2620550946
1364	0.2620510059
1365	0.2620437847
1366	0.2620324103
1367	0.2620088584
1368	0.2619999425
1369	0.2619890173
1370	0.2619798715
1371	0.2619742891
1372	0.2619607952
1373	0.2619489727
1374	0.261930007
1375	0.2619133827
1376	0.2619022408
1377	0.2618927807
1378	0.261882131
1379	0.2618783939
1380	0.2618737178
1381	0.2618611978
1382	0.2618590198
1383	0.2618569601
1384	0.261839382
1385	0.2618275895
1386	0.2618225382
1387	0.2618072272
1388	0.2617923305
1389	0.2617898287
1390	0.261786997
1391	0.2617756316
1392	0.2617638959
1393	0.2617516554
1394	0.2617427587
1395	0.2617171439
1396	0.2617076337
1397	0.2616894761
1398	0.2616837124
1399	0.2616800149
1400	0.2616730325
1401	0.2616653308
1402	0.2616596342
1403	0.2616462464
1404	0.2616372196
1405	0.2616259271
1406	0.2616052168
1407	0.2615966943
1408	0.2615943546
1409	0.2615786502
1410	0.2615644557
1411	0.2615598288
1412	0.2615456942
1413	0.2615322233
1414	0.2615205423
1415	0.2615113194
1416	0.2614997421
1417	0.261488732
1418	0.2614661989
1419	0.2614595858
1420	0.2614367906
1421	0.2614317142
1422	0.2614230144
1423	0.2614164326
1424	0.2614059409
1425	0.261395677
1426	0.2613885618
1427	0.261381628
1428	0.2613691769
1429	0.2613624691
1430	0.2613554221
1431	0.2613447919
1432	0.2613328982
1433	0.2613275038
1434	0.261324637
1435	0.261301814
1436	0.2612876623
1437	0.261278038
1438	0.2612623125
1439	0.2612276836
1440	0.2612088506
1441	0.2611763157
1442	0.2611643279
1443	0.2611541401
1444	0.2611469079
1445	0.2611356836
1446	0.2611068401
1447	0.2610945989
1448	0.2610782065
1449	0.2610734424
1450	0.2610537196
1451	0.2610470963
1452	0.2610415713
1453	0.2610256064
1454	0.2610022029
1455	0.2609920638
1456	0.2609862753
1457	0.2609834707
1458	0.2609772774
1459	0.2609572121
1460	0.2609486471
1461	0.2609413109
1462	0.2609227146
1463	0.2609103182
1464	0.2609028704
1465	0.2608959965
1466	0.260888383
1467	0.26088157
1468	0.2608763545
1469	0.2608646143
1470	0.2608603356
1471	0.2608485706
1472	0.2608406183
1473	0.260818657
1474	0.2608155502
1475	0.2608044777
1476	0.2608005383
1477	0.2607905466
1478	0.2607818513
1479	0.2607749178
1480	0.2607642071
1481	0.2607554233
1482	0.2607521903
1483	0.2607340587
1484	0.2607226148
1485	0.260708665
1486	0.2606978203
1487	0.2606753176
1488	0.2606653899
1489	0.2606602325
1490	0.2606490848
1491	0.2606392484
1492	0.2606338446
1493	0.2606230865
1494	0.2606205285
1495	0.2606071832
1496	0.2605977926
1497	0.260582409
1498	0.2605718106
1499	0.2605598939
1500	0.2605551456
1501	0.2605496408
1502	0.2605390918
1503	0.2605274039
1504	0.2605092731
1505	0.2605059156
1506	0.2605029279
1507	0.2604964729
1508	0.2604954476
1509	0.2604900125
1510	0.2604772754
1511	0.260469276
1512	0.2604605593
