iter	Passed	Remaining
367	4146	7717
368	4157	7706
369	4168	7695
370	4180	7684
371	4191	7672
372	4201	7659
373	4212	7647
374	4223	7636
375	4235	7625
376	4245	7613
377	4256	7601
378	4267	7588
379	4279	7579
380	4291	7568
381	4301	7556
382	4313	7545
383	4324	7534
384	4338	7528
385	4349	7515
386	4359	7502
387	4372	7494
388	4381	7478
389	4392	7466
390	4403	7455
391	4419	7451
392	4433	7445
393	4444	7433
394	4455	7421
395	4464	7407
396	4476	7396
397	4486	7384
398	4498	7372
399	4510	7362
400	4523	7354
401	4534	7342
402	4545	7330
403	4556	7319
404	4568	7309
405	4578	7295
406	4589	7285
407	4600	7272
408	4611	7260
409	4623	7250
410	4634	7239
411	4645	7227
412	4656	7215
413	4666	7201
414	4676	7189
415	4687	7178
416	4698	7165
417	4709	7154
418	4721	7144
419	4733	7133
420	4744	7121
421	4754	7109
422	4765	7097
423	4776	7086
424	4787	7074
425	4797	7061
426	4809	7050
427	4820	7039
428	4831	7027
429	4841	7014
430	4852	7003
431	4863	6991
432	4873	6978
433	4884	6966
434	4894	6954
435	4906	6942
436	4920	6935
437	4932	6925
438	4943	6913
439	4955	6903
440	4966	6891
441	4976	6879
442	4987	6867
443	4999	6857
444	5016	6853
445	5029	6844
446	5039	6831
447	5050	6820
448	5061	6808
449	5073	6798
450	5085	6787
451	5095	6775
452	5106	6762
453	5118	6753
454	5130	6742
455	5140	6730
456	5152	6719
457	5162	6707
458	5174	6695
459	5185	6684
460	5196	6673
461	5207	6661
462	5219	6650
463	5230	6639
464	5240	6626
465	5251	6614
466	5262	6603
467	5273	6591
468	5283	6579
469	5294	6567
470	5305	6556
471	5318	6546
472	5332	6539
473	5343	6527
474	5354	6515
475	5365	6504
476	5376	6492
477	5386	6480
478	5397	6468
479	5413	6462
480	5427	6454
481	5438	6442
482	5449	6430
483	5460	6419
484	5471	6408
485	5482	6396
486	5494	6385
487	5503	6372
488	5515	6361
489	5525	6349
490	5536	6336
491	5546	6324
492	5558	6313
493	5569	6301
494	5580	6290
495	5592	6279
496	5603	6268
497	5615	6258
498	5627	6248
499	5638	6235
500	5649	6224
501	5660	6212
502	5671	6201
503	5682	6190
504	5693	6178
505	5704	6166
506	5716	6156
507	5727	6144
508	5739	6133
509	5750	6122
510	5761	6110
511	5772	6099
512	5782	6087
513	5794	6076
514	5805	6065
515	5817	6054
516	5829	6043
517	5839	6030
518	5850	6019
519	5861	6007
520	5871	5995
521	5882	5983
522	5892	5971
523	5902	5959
524	5915	5949
525	5927	5938
526	5940	5929
527	5951	5918
528	5963	5906
529	5974	5895
530	5985	5884
531	6000	5876
532	6014	5867
533	6024	5855
534	6036	5844
535	6047	5833
536	6058	5821
537	6070	5811
538	6079	5797
539	6090	5786
540	6100	5773
541	6112	5762
542	6122	5750
543	6132	5738
544	6143	5726
545	6154	5714
546	6165	5703
547	6175	5690
548	6186	5679
549	6197	5667
550	6208	5656
551	6219	5644
552	6230	5633
553	6241	5621
554	6253	5611
555	6266	5601
556	6277	5589
557	6288	5578
558	6298	5566
559	6310	5555
560	6320	5543
561	6333	5533
562	6344	5521
563	6354	5509
564	6363	5496
565	6374	5484
566	6385	5473
567	6400	5465
568	6416	5458
569	6427	5446
570	6438	5435
571	6448	5422
572	6459	5411
573	6470	5399
574	6481	5388
575	6491	5376
576	6503	5365
577	6515	5354
578	6524	5341
579	6534	5329
580	6544	5316
581	6555	5305
582	6565	5293
583	6576	5281
584	6588	5270
585	6599	5259
586	6610	5248
587	6622	5236
588	6633	5225
589	6644	5214
590	6653	5200
591	6663	5189
592	6674	5177
593	6686	5166
594	6697	5155
595	6710	5145
596	6720	5133
597	6734	5123
598	6745	5112
599	6756	5100
600	6767	5089
601	6779	5078
602	6790	5067
603	6801	5056
604	6813	5045
605	6825	5034
606	6835	5022
607	6847	5011
608	6858	5000
609	6868	4988
610	6880	4977
611	6891	4965
612	6902	4954
613	6914	4943
614	6927	4933
615	6938	4922
616	6949	4911
617	6961	4899
618	6972	4888
619	6984	4878
620	6998	4868
621	7012	4858
622	7022	4846
623	7032	4834
624	7043	4823
625	7054	4811
626	7065	4800
627	7075	4788
628	7086	4777
629	7097	4765
630	7111	4755
631	7122	4744
632	7133	4733
633	7145	4722
634	7154	4709
635	7164	4697
636	7174	4685
637	7184	4673
638	7195	4662
639	7207	4651
640	7219	4640
641	7229	4628
642	7241	4617
643	7252	4605
644	7263	4594
645	7274	4582
646	7283	4570
647	7295	4559
648	7307	4548
649	7318	4537
650	7328	4525
651	7340	4514
652	7352	4503
653	7362	4491
654	7372	4480
655	7390	4472
656	7405	4463
657	7415	4451
658	7426	4440
659	7438	4429
660	7446	4416
661	7458	4405
662	7469	4393
663	7478	4381
664	7489	4369
665	7502	4359
666	7512	4347
667	7525	4337
668	7537	4326
669	7548	4315
670	7559	4303
671	7571	4292
672	7580	4280
673	7591	4269
674	7603	4258
675	7615	4247
676	7626	4235
677	7638	4224
678	7649	4213
679	7659	4201
680	7671	4190
681	7681	4178
682	7693	4167
683	7707	4157
684	7719	4146
685	7732	4136
686	7743	4125
687	7754	4114
688	7764	4101
689	7774	4090
690	7786	4079
691	7798	4068
692	7809	4056
693	7821	4045
694	7832	4034
695	7842	4022
696	7852	4010
697	7863	3999
698	7874	3987
699	7886	3977
700	7897	3965
701	7907	3953
702	7919	3943
703	7934	3933
704	7944	3921
705	7954	3909
706	7966	3898
707	7982	3889
708	7996	3880
709	8007	3868
710	8019	3857
711	8029	3845
712	8041	3834
713	8051	3822
714	8063	3811
715	8074	3800
716	8085	3788
717	8097	3778
718	8109	3767
719	8120	3755
720	8131	3744
721	8143	3733
722	8153	3721
723	8165	3710
724	8176	3699
725	8187	3687
726	8199	3676
727	8209	3665
728	8221	3653
729	8231	3642
730	8242	3630
731	8253	3619
732	8263	3607
733	8275	3596
734	8285	3584
735	8298	3574
736	8310	3563
737	8322	3552
738	8334	3541
739	8346	3530
740	8357	3518
741	8369	3508
742	8382	3497
743	8394	3486
744	8406	3475
745	8417	3464
746	8429	3452
747	8441	3441
748	8451	3430
749	8462	3419
750	8472	3407
751	8483	3395
752	8495	3384
753	8506	3373
754	8516	3361
755	8527	3350
756	8539	3338
757	8550	3327
758	8560	3316
759	8572	3304
760	8581	3292
761	8592	3281
762	8604	3270
763	8614	3258
764	8625	3247
765	8637	3236
766	8648	3224
767	8660	3213
768	8671	3202
769	8683	3191
770	8695	3180
771	8707	3169
772	8719	3158
773	8731	3147
774	8742	3136
775	8752	3124
776	8761	3112
777	8772	3100
778	8783	3089
779	8795	3078
780	8805	3066
781	8815	3055
782	8825	3043
783	8837	3032
784	8848	3020
785	8859	3009
786	8869	2997
787	8880	2986
788	8892	2975
789	8903	2964
790	8915	2952
791	8926	2941
792	8938	2930
793	8947	2918
794	8959	2907
795	8972	2896
796	8986	2886
797	8998	2875
798	9008	2863
799	9019	2852
800	9031	2841
801	9040	2829
802	9051	2817
803	9061	2806
804	9072	2795
805	9084	2783
806	9098	2773
807	9107	2761
808	9118	2750
809	9127	2738
810	9138	2726
811	9149	2715
812	9158	2703
813	9169	2692
814	9181	2681
815	9193	2670
816	9205	2659
817	9216	2647
818	9228	2636
819	9239	2625
820	9251	2614
821	9261	2602
822	9273	2591
823	9285	2580
824	9297	2569
825	9308	2558
826	9322	2547
827	9336	2536
828	9347	2525
829	9364	2515
830	9378	2505
831	9391	2494
832	9403	2483
833	9416	2472
834	9426	2461
835	9437	2449
836	9448	2438
837	9460	2427
838	9470	2415
839	9482	2404
840	9493	2393
841	9504	2381
842	9515	2370
843	9527	2359
844	9537	2347
845	9548	2336
846	9558	2324
847	9569	2313
848	9581	2302
849	9593	2291
850	9603	2279
851	9614	2268
852	9625	2256
853	9636	2245
854	9646	2233
855	9657	2222
856	9668	2211
857	9679	2199
858	9691	2188
859	9702	2177
860	9713	2166
861	9724	2154
862	9736	2143
863	9748	2132
864	9759	2121
865	9770	2109
866	9780	2098
867	9791	2086
868	9802	2075
869	9815	2064
870	9825	2053
871	9835	2041
872	9848	2030
873	9860	2019
874	9872	2008
875	9885	1997
876	9898	1986
877	9909	1975
878	9920	1963
879	9932	1952
880	9945	1941
881	9959	1931
882	9972	1919
883	9984	1908
884	9995	1897
885	10006	1886
886	10016	1874
887	10030	1863
888	10040	1852
889	10052	1840
890	10062	1829
891	10073	1818
892	10086	1807
893	10095	1795
894	10105	1784
895	10117	1772
896	10127	1761
897	10137	1749
898	10147	1738
899	10157	1726
900	10167	1715
901	10180	1704
902	10192	1693
903	10204	1681
904	10214	1670
905	10225	1659
906	10237	1647
907	10247	1636
908	10258	1625
909	10269	1613
910	10282	1602
911	10292	1591
912	10304	1580
913	10315	1568
914	10326	1557
915	10339	1546
916	10356	1535
917	10368	1524
918	10378	1513
919	10390	1502
920	10401	1490
921	10412	1479
922	10423	1468
923	10435	1456
924	10446	1445
925	10456	1434
926	10467	1422
927	10479	1411
928	10492	1400
929	10503	1389
930	10514	1377
931	10524	1366
932	10535	1355
933	10546	1343
934	10558	1332
935	10569	1321
936	10583	1310
937	10592	1298
938	10605	1287
939	10615	1276
940	10626	1264
941	10638	1253
942	10649	1242
943	10660	1230
944	10670	1219
945	10683	1208
946	10694	1197
947	10705	1185
948	10716	1174
949	10728	1163
950	10739	1151
951	10750	1140
952	10762	1129
953	10773	1117
954	10785	1106
955	10795	1095
956	10806	1084
957	10817	1072
958	10827	1061
959	10838	1049
960	10849	1038
961	10859	1027
962	10870	1015
963	10883	1004
964	10894	993
965	10905	982
966	10916	970
967	10926	959
968	10940	948
969	10955	937
970	10965	926
971	10977	914
972	10988	903
973	10998	892
974	11010	880
975	11020	869
976	11032	858
977	11042	846
978	11053	835
979	11064	824
980	11075	812
981	11087	801
982	11099	790
983	11109	779
984	11119	767
985	11129	756
986	11141	745
987	11152	733
988	11163	722
989	11175	711
990	11187	699
991	11197	688
992	11208	677
993	11219	665
994	11230	654
995	11242	643
996	11253	632
997	11263	620
998	11275	609
999	11285	598
1000	11296	586
1001	11309	575
1002	11320	564
1003	11336	553
1004	11348	542
1005	11359	530
1006	11371	519
1007	11382	508
1008	11394	496
1009	11406	485
1010	11416	474
1011	11426	462
1012	11438	451
1013	11449	440
1014	11459	429
1015	11470	417
1016	11483	406
1017	11494	395
1018	11506	383
1019	11517	372
1020	11528	361
1021	11539	350
1022	11550	338
1023	11562	327
1024	11574	316
1025	11586	304
1026	11597	293
1027	11609	282
1028	11619	270
1029	11630	259
1030	11642	248
1031	11652	237
1032	11663	225
1033	11676	214
1034	11687	203
1035	11698	191
1036	11709	180
1037	11721	169
1038	11733	158
1039	11744	146
1040	11756	135
1041	11768	124
1042	11779	112
1043	11791	101
1044	11803	90
1045	11814	79
1046	11825	67
1047	11835	56
1048	11844	45
1049	11855	33
1050	11866	22
1051	11880	11
1052	11892	0
